,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Sylvie,14,2,2,5,142,120,4,10891,311,17.4,69,14,15,14,12,1.97,0.4,0.4,0.43,20.5,15495,543,12554,2398,442,20.0,0.2,77.8,0,0,0,0,0,-468,-8,-326,0,0,906,906,8616,1881,23230,0,48,572,27721,60,15,33,0
FIESTA,18,2,2,4,336,8,9.6,15107,431,24.2,54,21,8,8,8,1.54,0.6,0.23,0.23,16.0,19306,928,17424,954,551,24.9,0.17,66.7,0,0,0,0,0,-1004,-10,134,0,0,4151,4151,1380,0,9994,0,33,417,14234,27,10,30,0
Peter,13,1,3,6,33,0,0.9,8554,244,13.7,110,58,14,22,20,3.14,1.65,0.63,0.4,32.6,4578,836,2781,961,131,5.9,0.2,77.8,1,0,0,0,0,-306,-6,-518,0,0,0,0,1600,326,21324,0,30,103,16857,61,26,40,0
DnDn,17,3,2,2,248,0,8.4,11215,378,23.3,27,13,5,9,7,0.91,0.44,0.3,0.17,13.1,15750,13103,1746,901,531,40.5,0.17,71.4,2,0,0,0,0,18,-1,283,0,0,2558,2558,5868,0,33795,403,39,627,23702,60,10,26,0
Sylvie,13,1,2,3,153,127,5.2,8348,281,17.4,38,9,10,10,8,1.28,0.3,0.34,0.34,18.4,5164,2457,2218,489,174,13.3,0.13,57.1,0,0,0,0,0,-665,3,36,0,0,203,203,7315,2669,31400,0,18,361,28880,39,11,25,0
FIESTA,16,2,2,0,277,8,9.3,11430,385,23.8,33,11,10,8,6,1.11,0.37,0.27,0.34,16.0,9400,5410,2269,1721,317,24.2,0.07,28.6,0,0,0,0,0,481,-4,-53,0,0,2498,2498,3473,0,18941,0,8,126,20869,38,9,29,0
Peter,11,1,2,3,31,0,1,6516,220,13.5,81,49,11,15,15,2.73,1.65,0.51,0.37,39.3,2005,120,1400,485,68,5.2,0.13,57.1,0,0,0,0,0,-709,10,-53,0,0,0,0,3692,1945,12995,0,9,25,11351,65,17,28,0
DnDn,14,1,1,0,191,1,6.7,8388,296,18.4,29,16,4,12,10,1.02,0.56,0.42,0.14,14.7,6028,3921,1896,211,213,18.3,0.04,25.0,0,0,0,0,0,-1185,-20,-297,-1,0,0,0,2278,342,34665,0,17,582,21941,0,15,33,0
Sylvie,12,2,5,2,128,107,4.5,8914,314,19.5,40,8,13,8,7,1.41,0.28,0.28,0.46,20.3,4938,3922,656,360,174,15.0,0.14,100.0,0,0,0,0,0,-2,0,-54,0,0,2382,2382,1492,0,16331,0,7,132,24189,104,9,25,0
FIESTA,16,0,2,0,269,6,9.5,10252,362,22.5,31,6,7,6,4,1.09,0.21,0.21,0.25,15.7,3769,443,3244,82,133,11.4,0,0.0,0,0,0,0,0,-1201,-21,-1284,-1,0,2262,2262,3386,0,14417,0,8,394,22848,30,7,30,0
Peter,11,0,1,3,4,0,0.1,6209,219,13.6,59,41,3,11,10,2.08,1.45,0.39,0.11,29.9,5197,594,4603,0,183,15.8,0.11,75.0,0,0,0,0,0,-524,-6,-82,0,0,1626,1626,7981,6769,3141,1450,17,46,5840,0,13,23,0
DnDn,16,4,2,3,256,0,7.6,12640,377,21.4,46,14,13,11,11,1.37,0.42,0.33,0.39,15.3,8247,6987,818,442,246,9.2,0.21,33.3,0,1,0,0,0,-326,-14,286,1,0,2732,2732,8039,0,50940,384,28,3213,30913,100,12,35,1
Sylvie,14,4,1,11,170,130,5.1,11231,335,19.0,52,8,19,7,7,1.55,0.24,0.21,0.57,17.3,18115,1329,14966,1820,540,20.2,0.45,71.4,0,0,0,0,0,389,9,702,1,1,1236,1236,11300,550,30675,0,39,532,35820,45,8,22,1
FIESTA,16,6,2,5,234,8,7,12512,373,21.2,66,29,11,10,10,1.97,0.86,0.3,0.33,21.9,24541,1881,22660,0,731,27.4,0.33,52.4,1,0,0,0,0,-1257,-18,-145,0,0,4280,4280,8167,0,12411,0,11,48,23047,49,10,29,1
Peter,13,2,1,12,34,0,1,8483,253,14.4,99,50,17,17,17,2.95,1.49,0.51,0.51,32.9,8648,832,7238,578,258,9.6,0.42,66.7,0,0,0,0,0,-206,-6,557,1,0,964,964,5163,0,9590,5787,21,122,15771,10,19,32,1
DnDn,16,1,4,2,292,16,9.5,11348,370,21.8,51,18,13,10,9,1.66,0.59,0.33,0.42,20.2,13805,11585,1653,567,451,26.1,0.1,37.5,0,0,0,0,0,-996,-1,-583,-1,0,2675,2675,4353,0,17680,0,4,113,18728,126,11,28,0
Sylvie,13,1,7,5,118,100,3.9,8508,278,16.4,56,23,14,10,8,1.83,0.75,0.33,0.46,22.2,9842,609,8259,974,321,18.6,0.2,75.0,0,0,0,0,0,-710,1,-134,0,0,1671,1671,3650,0,13768,0,30,191,26675,163,11,26,0
FIESTA,17,1,2,3,285,4,9.3,13123,428,25.2,38,11,10,10,9,1.24,0.36,0.33,0.33,15.1,12467,0,11437,1030,407,23.6,0.13,50.0,0,0,0,0,0,-368,0,317,0,0,4458,4458,3877,0,24682,0,21,489,28425,90,11,33,0
Peter,11,1,3,4,35,0,1.1,6660,217,12.8,81,59,12,17,16,2.64,1.93,0.55,0.39,32.1,3653,742,1775,1136,119,6.9,0.16,62.5,0,0,0,0,0,-196,14,351,0,0,0,0,1249,532,16680,0,27,148,10295,63,19,31,0
DnDn,16,1,3,1,252,4,8.6,10851,369,22.8,17,11,4,8,5,0.58,0.37,0.27,0.14,9.7,14342,8768,5574,0,487,22.4,0.07,28.6,1,0,0,0,0,-400,-2,-10,0,0,3965,3965,4189,0,21492,0,6,66,27976,66,8,23,0
Sylvie,13,2,5,4,163,143,5.5,9719,330,20.4,41,8,11,9,7,1.39,0.27,0.31,0.37,23.4,11396,10086,688,622,387,17.8,0.2,85.7,0,0,0,0,0,376,3,126,0,0,0,0,3854,0,23917,0,18,216,28680,119,11,32,0
FIESTA,15,1,6,3,231,4,7.8,9668,328,20.3,26,7,4,6,5,0.88,0.24,0.2,0.14,14.9,15344,1554,13730,60,521,24.0,0.14,57.1,0,0,0,0,0,-107,-2,-438,0,0,0,0,1408,0,16414,0,2,101,24044,189,7,25,0
Peter,11,2,3,3,19,0,0.6,6683,227,14.0,68,31,11,11,9,2.31,1.05,0.37,0.37,38.9,8073,706,6507,860,274,12.6,0.17,71.4,0,0,0,0,0,-458,6,641,1,0,0,0,770,0,9649,4428,16,158,11761,41,15,26,0
DnDn,17,1,1,0,302,11,9.5,12186,384,24.1,23,13,6,5,5,0.73,0.41,0.16,0.19,10.0,14491,8638,5853,0,457,36.1,0.03,50.0,0,0,0,0,0,1005,32,1039,1,0,4350,4350,2944,0,16143,0,10,158,20418,41,6,25,0
Sylvie,14,0,0,2,169,144,5.3,8814,278,17.4,54,12,14,13,11,1.7,0.38,0.41,0.44,23.4,4510,2078,2244,188,142,11.2,0.06,100.0,0,0,0,0,0,290,5,-32,0,0,0,0,6604,4345,32048,0,14,395,27231,0,14,29,0
FIESTA,16,0,4,1,283,9,8.9,10723,338,21.2,35,14,5,8,6,1.1,0.44,0.25,0.16,15.2,10807,663,9830,314,341,26.9,0.03,50.0,0,0,0,0,0,-535,3,-336,0,0,861,861,2002,0,10776,0,23,482,18555,115,10,28,0
Peter,12,0,1,2,50,0,1.6,6549,206,13.0,101,44,22,15,13,3.18,1.39,0.47,0.69,43.7,1603,0,1603,0,51,4.0,0.06,100.0,0,0,0,0,0,-445,15,-247,0,0,0,0,1594,1193,6892,5086,2,83,10217,28,17,30,0
DnDn,16,4,0,10,255,0,9.1,12287,440,23.5,21,9,1,4,4,0.75,0.32,0.14,0.04,10.4,18006,15682,1322,1002,644,24.0,0.5,87.5,1,0,0,0,0,1292,33,989,0,0,3394,3394,2849,0,33360,346,39,3183,15830,0,6,27,1
Sylvie,14,4,0,10,152,128,5.4,10129,362,19.4,44,10,12,10,9,1.57,0.36,0.36,0.43,21.9,6904,6287,0,617,247,9.2,0.5,87.5,0,0,0,0,0,484,7,318,1,0,2058,2058,3504,1571,31217,0,16,202,21368,0,11,25,1
FIESTA,16,2,3,10,254,12,9.1,11096,397,21.2,38,14,5,7,5,1.36,0.5,0.25,0.18,18.9,21932,230,21702,0,785,29.2,0.43,75.0,0,0,0,0,0,-92,20,89,0,0,5816,5816,656,0,10133,0,13,197,13766,70,9,25,1
Peter,12,1,0,14,7,0,0.3,6698,240,12.8,68,45,2,12,12,2.43,1.61,0.43,0.07,33.8,7775,1303,6472,0,278,10.4,0.54,93.8,0,0,0,0,0,251,-3,156,0,0,305,305,12538,11423,4620,3077,19,47,4942,0,14,25,1
DnDn,15,3,0,5,234,0,9.3,10638,425,20.0,23,12,2,6,4,0.92,0.48,0.24,0.08,13.6,12808,10382,2243,183,511,17.7,0.32,40.0,0,0,0,0,0,-141,-3,-86,0,0,2968,2968,4013,0,21564,187,24,2446,14909,0,8,25,1
Sylvie,13,4,2,9,113,99,4.5,9320,372,17.6,50,21,10,8,7,2,0.84,0.32,0.4,29.6,10050,1407,7489,1154,401,13.9,0.52,65.0,0,1,0,0,0,733,0,359,0,0,5840,5840,5212,0,11899,0,16,135,22636,49,9,21,1
FIESTA,17,4,1,12,241,12,9.6,12845,513,24.2,27,9,4,8,7,1.08,0.36,0.32,0.16,16.0,19779,316,18805,658,790,27.3,0.64,80.0,2,0,0,0,0,192,5,500,1,0,4975,4975,9476,0,22071,0,21,378,30549,41,10,31,1
Peter,12,1,2,16,8,0,0.3,7064,282,13.3,38,23,7,7,6,1.52,0.92,0.28,0.28,22.5,4670,696,3974,0,186,6.5,0.68,85.0,0,0,0,0,0,39,3,621,1,0,1494,1494,9085,6143,5471,1892,18,133,10981,58,9,21,1
