,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Chovy,17,4,0,7,293,0,10.2,13358,467,23.8,52,14,5,5,5,1.82,0.49,0.17,0.17,20.0,11052,1112,9840,100,386,23.4,0.38,78.6,1,0,0,0,0,205,20,568,0,0,5346,5346,3643,0,7278,0,22,200,9918,0,5,26,1
Peyz,16,5,1,6,319,27,11.1,14105,493,25.1,41,10,16,2,1,1.43,0.35,0.07,0.56,15.8,11726,11119,607,0,410,24.9,0.38,78.6,0,0,0,0,0,652,-2,611,1,0,5876,5876,4843,0,11749,0,2,43,11963,45,3,20,1
Delight,12,0,2,10,38,0,1.3,7506,262,13.4,98,38,13,12,11,3.42,1.33,0.42,0.45,37.7,2731,439,1680,612,95,5.8,0.35,71.4,0,0,0,0,0,470,6,137,0,0,488,488,4344,1358,10615,1494,6,16,8839,31,15,31,1
Doran,18,1,1,5,301,22,8.4,14750,411,21.5,53,13,11,7,6,1.48,0.36,0.2,0.31,16.0,16644,13223,3421,0,464,21.4,0.17,50.0,0,0,0,0,0,-225,-14,-499,-1,0,2737,2737,5831,0,19575,0,22,527,22771,41,10,36,1
Peanut,17,2,2,8,235,203,6.6,13546,378,19.7,58,8,21,6,6,1.62,0.22,0.17,0.59,17.5,19583,671,17583,1329,546,25.2,0.28,83.3,0,0,0,0,0,396,-3,-27,0,1,1316,1316,13655,0,26235,0,20,204,21903,66,7,23,1
Chovy,18,3,0,3,317,9,8.8,14851,414,21.6,57,15,10,9,9,1.59,0.42,0.25,0.28,17.2,9583,7090,1612,881,267,12.3,0.17,50.0,0,0,0,0,0,439,-3,-119,0,0,3390,3390,6968,0,44112,210,21,636,22772,0,11,38,1
Peyz,18,6,1,4,389,40,10.9,17413,486,25.3,56,16,16,5,5,1.56,0.45,0.14,0.45,16.9,27465,25607,1320,538,766,35.3,0.28,83.3,0,0,1,0,0,-507,-7,-209,0,0,12110,12110,8414,0,34220,0,11,227,13310,36,8,25,1
Delight,13,0,3,9,33,0,0.9,8155,227,11.9,108,58,6,19,17,3.01,1.62,0.53,0.17,32.5,4478,351,3578,549,125,5.8,0.25,75.0,0,0,0,0,0,-275,10,-654,-1,0,0,0,744,0,8567,2257,24,82,13649,47,21,38,1
Doran,17,0,1,9,254,8,7.7,11700,353,18.5,39,15,4,8,8,1.18,0.45,0.24,0.12,12.1,8668,2883,5643,142,261,12.1,0.27,52.9,0,0,0,0,0,-923,-18,-670,-1,0,5414,5414,4588,2738,19761,0,23,394,13399,30,9,34,1
Peanut,16,10,0,3,218,175,6.6,14141,427,22.3,64,10,30,9,8,1.93,0.3,0.27,0.9,19.8,17409,15381,1240,788,525,24.3,0.39,76.5,2,1,0,0,0,991,-5,556,0,0,1332,1332,19194,0,28201,0,15,136,30611,0,12,34,1
Chovy,17,4,0,5,307,9,9.3,13878,419,21.9,77,29,21,5,5,2.32,0.87,0.15,0.63,23.8,17995,1982,12004,4009,543,25.2,0.27,52.9,1,1,0,0,0,841,39,862,1,0,3515,3515,3327,0,5640,0,23,113,8194,0,5,20,1
Peyz,16,2,2,9,341,38,10.3,15289,461,24.1,50,15,20,6,6,1.51,0.45,0.18,0.6,15.5,22830,21505,424,901,689,31.9,0.33,64.7,0,0,0,0,0,-571,12,393,0,0,9240,9240,3600,0,16681,0,14,241,10113,39,7,29,1
Delight,13,1,1,11,29,0,0.9,8385,253,13.2,93,59,5,17,15,2.81,1.78,0.51,0.15,28.8,4631,540,2968,1123,140,6.5,0.36,70.6,0,0,0,0,0,-71,-11,598,1,0,441,441,6229,2155,19284,2263,10,97,13975,21,20,35,1
Doran,16,0,4,3,281,12,8.5,11793,357,21.0,36,16,6,6,5,1.09,0.48,0.18,0.18,12.5,14940,11827,3113,0,452,22.7,0.09,50.0,0,0,0,0,0,-149,-6,-479,0,0,2723,2723,6769,0,19366,0,6,102,22809,112,7,32,0
Peanut,15,3,1,2,230,188,7,11779,357,21.0,69,9,31,12,7,2.09,0.27,0.36,0.94,23.9,11224,9318,807,1099,340,17.0,0.15,83.3,1,1,0,0,0,127,-5,-21,0,0,0,0,16112,0,31657,0,13,236,24448,32,8,25,0
Chovy,16,1,3,4,303,2,9.2,12198,369,21.7,56,9,22,6,5,1.7,0.27,0.18,0.67,19.4,10907,991,9732,184,330,16.5,0.15,83.3,0,0,0,0,0,1095,29,608,1,0,1836,1836,1515,276,11940,0,27,202,15464,88,6,27,0
Peyz,15,2,3,2,301,16,9.1,13422,406,23.9,26,12,10,4,3,0.79,0.36,0.12,0.3,9.0,23613,22787,826,0,715,35.8,0.12,66.7,0,0,0,0,0,43,-1,-922,-1,0,2647,2647,2418,0,14817,0,9,82,8366,54,5,22,0
Delight,12,0,3,2,38,0,1.2,6900,209,12.3,102,62,10,14,12,3.09,1.88,0.42,0.3,35.3,5274,258,4096,920,160,8.0,0.06,33.3,0,0,0,0,0,175,-1,730,1,0,116,116,2736,348,17073,2320,14,98,12433,71,17,32,0
Doran,14,0,3,5,193,4,6.5,8969,301,18.4,22,15,3,8,8,0.74,0.5,0.27,0.1,8.9,10999,2497,8502,0,369,18.3,0.17,71.4,0,0,0,0,0,-94,13,52,0,0,1929,1929,1673,0,33481,0,18,628,20460,70,10,40,0
Peanut,14,4,4,2,189,171,6.3,10819,363,22.2,37,11,9,10,9,1.24,0.37,0.34,0.3,15.0,15699,10619,0,5080,527,26.2,0.2,85.7,0,0,0,0,0,107,-3,-4,0,0,1059,1059,25107,0,37028,0,14,601,34992,105,11,33,0
Chovy,15,3,2,3,217,0,7.3,11512,387,23.7,38,10,8,6,5,1.28,0.34,0.2,0.27,15.4,21371,2033,18274,1064,718,35.6,0.2,85.7,0,0,0,0,0,-313,-19,-304,0,0,2672,2672,2647,0,8402,0,16,67,15775,55,10,26,0
Peyz,14,0,2,2,283,24,9.5,10843,364,22.3,40,13,10,6,5,1.34,0.44,0.2,0.34,16.2,8508,7818,0,690,286,14.2,0.07,28.6,0,0,0,0,0,-945,-21,-619,0,0,1597,1597,1141,0,8159,0,9,92,13387,39,9,27,0
Delight,11,0,3,4,45,0,1.5,6521,219,13.4,110,49,16,11,9,3.69,1.65,0.37,0.54,44.5,3380,440,2580,360,113,5.6,0.13,57.1,0,0,0,0,0,-719,10,-22,0,0,355,355,4180,2810,11645,1102,12,43,10854,92,13,23,0
Doran,18,5,3,7,308,29,6.9,18306,409,22.6,51,23,5,7,7,1.14,0.51,0.16,0.11,9.7,36595,30541,4375,1679,818,31.2,0.27,75.0,2,0,0,0,0,924,6,-91,0,0,7705,7705,2904,0,21813,0,8,151,19169,173,10,35,1
Peanut,17,3,1,8,230,190,5.1,14595,326,18.0,100,19,30,17,17,2.24,0.42,0.38,0.67,19.1,7967,7044,669,254,178,6.8,0.25,68.8,1,0,0,0,0,167,-6,560,1,0,2304,2304,16290,0,40447,0,15,114,31596,44,18,37,1
Chovy,18,1,0,5,377,16,8.4,16686,373,20.6,145,55,36,5,5,3.24,1.23,0.11,0.8,27.7,30937,1740,29122,75,692,26.3,0.13,37.5,0,0,0,0,0,-51,3,496,1,0,3369,3369,5575,0,19589,0,29,124,20605,0,6,28,1
Peyz,18,6,2,6,466,47,10.4,20989,469,25.9,64,22,22,8,8,1.43,0.49,0.18,0.49,12.2,36606,35090,799,717,818,31.2,0.27,75.0,0,1,0,0,0,-404,-2,-85,0,0,4698,4698,3851,0,29917,0,22,128,15485,116,10,30,1
Delight,16,1,4,10,44,0,1,10391,232,12.8,164,92,16,25,24,3.67,2.06,0.56,0.36,31.3,5327,316,3985,1026,119,4.5,0.25,68.8,0,0,0,0,0,-277,1,-315,0,0,522,522,6616,2498,29938,4937,10,32,15998,117,29,47,1
Doran,18,1,4,5,254,0,6.3,14499,360,20.2,63,19,13,14,13,1.56,0.47,0.35,0.32,15.7,20503,3179,17180,144,509,17.5,0.15,42.9,0,0,0,0,0,382,-12,-7,0,0,3666,3666,5793,0,87972,0,34,739,34027,144,17,44,0
Peanut,15,0,5,11,151,123,3.7,11213,278,15.6,63,11,14,11,9,1.56,0.27,0.27,0.35,15.7,11152,540,9988,624,277,9.5,0.27,78.6,0,0,0,0,0,66,0,404,0,0,350,350,18290,2595,41407,0,57,912,35193,152,13,33,0
Chovy,18,6,4,4,317,44,7.9,16684,414,23.3,89,16,22,5,4,2.21,0.4,0.12,0.55,22.2,38634,34443,4191,0,958,33.0,0.25,71.4,2,0,0,0,0,600,6,-87,0,0,6192,6192,1756,0,17324,0,4,138,19683,144,8,40,0
Peyz,17,6,2,3,417,42,10.3,19813,491,27.6,44,18,6,5,5,1.09,0.45,0.12,0.15,11.0,41028,39002,1148,878,1018,35.1,0.22,64.3,0,1,0,0,0,91,4,-138,0,0,7619,7619,7426,0,14241,0,23,137,19775,54,10,32,0
Delight,14,1,4,9,43,0,1.1,9461,235,13.2,142,79,17,22,20,3.52,1.96,0.55,0.42,35.4,5592,472,3488,1632,139,4.8,0.25,71.4,0,0,0,0,0,93,4,-137,0,0,1106,1106,6401,2903,17355,2411,18,78,20718,113,26,43,0
Doran,16,0,6,4,240,0,6.5,10822,292,17.4,34,12,7,8,6,0.92,0.32,0.22,0.19,9.5,10686,6056,4630,0,288,13.8,0.11,50.0,0,0,0,0,0,-594,-14,-122,0,0,1005,1005,1517,0,44165,2500,25,2133,30199,233,11,41,0
Peanut,15,2,5,3,194,168,5.2,11164,301,18.0,61,17,11,17,15,1.64,0.46,0.46,0.3,17.1,10494,8811,1220,463,283,13.5,0.13,62.5,0,0,0,0,0,-105,0,-22,0,0,371,371,12844,0,36836,0,20,195,32130,146,19,39,0
Chovy,18,4,1,1,365,4,9.8,15818,426,25.5,82,33,21,7,6,2.21,0.89,0.19,0.57,23.0,26075,2185,23698,192,703,33.6,0.13,62.5,0,1,0,0,0,203,23,1098,1,0,1145,1145,3368,0,16738,0,24,87,20296,41,8,30,0
Peyz,16,2,5,4,373,24,10.1,16366,441,26.3,49,15,10,6,6,1.32,0.4,0.16,0.27,13.7,26910,25577,1014,319,725,34.6,0.16,75.0,0,0,0,0,0,-445,-8,-385,0,0,1908,1908,6483,0,19702,0,17,182,16546,95,9,31,0
Delight,13,0,6,6,42,0,1.1,7976,215,12.8,131,62,16,21,19,3.53,1.67,0.57,0.43,36.7,3509,1081,1677,751,95,4.5,0.16,75.0,0,0,0,0,0,-286,0,-498,-1,0,19,19,579,0,18546,0,29,133,18796,155,24,41,0
Doran,16,2,1,5,247,4,8.9,10958,397,20.1,25,13,1,10,7,0.9,0.47,0.36,0.04,9.6,9641,8679,636,326,349,16.0,0.25,58.3,0,0,0,0,0,-449,-5,-353,-1,0,6694,6694,3777,0,28382,1073,30,4178,17772,16,11,36,1
Peanut,14,2,2,4,173,155,6.3,9836,356,18.0,52,7,17,6,5,1.88,0.25,0.22,0.62,19.9,7395,6952,0,443,268,12.3,0.22,50.0,0,0,0,0,0,-284,-8,-451,0,0,4343,4343,10977,0,31315,0,18,211,19966,63,8,19,1
Chovy,16,4,0,4,264,8,9.6,12739,461,23.4,54,7,16,2,2,1.95,0.25,0.07,0.58,20.7,24448,2685,20803,960,885,40.5,0.29,66.7,1,0,0,0,0,878,13,449,0,0,2480,2480,1882,0,4578,0,13,54,7145,0,5,23,1
Peyz,14,4,1,4,300,12,10.9,13882,502,25.5,37,12,11,4,4,1.34,0.43,0.14,0.4,14.2,14199,13414,785,0,514,23.5,0.29,66.7,0,1,0,0,0,1786,20,243,0,0,9822,9822,3340,0,10974,0,5,99,7219,46,5,23,1
Delight,12,0,2,10,33,0,1.2,7097,257,13.0,93,45,8,11,9,3.37,1.63,0.4,0.29,35.6,4663,664,3383,616,169,7.7,0.36,83.3,0,0,0,0,0,824,9,737,0,0,675,675,1507,0,7680,1085,23,107,8953,30,13,25,1
Doran,15,1,5,1,267,25,9.1,11711,399,23.6,29,14,3,5,4,0.99,0.48,0.17,0.1,11.6,11075,8792,2283,0,378,25.9,0.07,25.0,0,0,0,0,0,-522,10,-617,-1,0,8794,8794,3695,0,15342,0,5,123,19603,213,6,31,0
Peanut,13,3,5,2,149,142,5.1,9917,338,19.9,32,7,7,8,6,1.09,0.24,0.27,0.24,12.9,3887,3609,0,278,133,9.1,0.17,62.5,0,1,0,0,0,283,-4,355,1,0,761,761,9445,0,28642,0,10,240,25395,142,9,26,0
Chovy,15,1,3,4,265,0,9,10928,373,22.0,57,21,12,3,3,1.94,0.72,0.1,0.41,22.9,14246,1356,9585,3305,486,33.4,0.17,62.5,0,0,0,0,0,424,2,363,0,0,1920,1920,3724,0,9622,0,24,81,16225,89,5,27,0
Peyz,14,3,2,5,239,8,8.1,10895,371,21.9,37,10,5,3,2,1.26,0.34,0.1,0.17,14.9,8122,6420,1702,0,277,19.0,0.27,100.0,0,0,0,0,0,-386,-4,194,1,0,0,0,1390,0,8870,0,31,786,8976,30,8,27,0
Delight,10,0,6,5,37,0,1.3,6266,214,12.6,94,53,10,12,10,3.2,1.81,0.41,0.34,37.8,5367,4368,617,382,183,12.6,0.17,62.5,0,0,0,0,0,59,2,-301,0,0,245,245,114,0,6767,0,7,10,12027,106,14,28,0
Doran,18,2,3,5,353,16,9.2,17057,442,20.8,47,14,8,9,7,1.22,0.36,0.23,0.21,10.6,14126,11215,1162,1749,366,21.4,0.18,41.2,0,0,0,0,0,332,4,286,0,0,6376,6376,3276,0,52131,491,34,5239,25973,140,12,35,1
Peanut,18,6,0,5,281,250,7.3,17091,443,20.8,84,11,26,8,8,2.18,0.29,0.21,0.67,19.0,13138,11834,0,1304,341,19.9,0.29,64.7,0,0,0,0,0,647,2,74,0,0,3010,3010,16733,0,59490,0,22,330,29635,0,9,30,1
Chovy,18,5,1,8,384,8,10,18509,480,22.5,86,19,13,6,5,2.23,0.49,0.16,0.34,19.4,22628,1371,20165,1092,587,34.2,0.34,76.5,0,0,0,0,0,618,5,118,0,0,3065,3065,3313,356,14004,0,33,265,16959,52,8,28,1
Peyz,18,3,0,4,465,51,12.1,19106,496,23.3,70,16,24,4,4,1.82,0.42,0.1,0.62,15.8,12367,11830,417,120,321,18.7,0.18,41.2,1,0,0,0,0,-206,-2,-156,-1,0,7027,7027,3493,0,14661,0,5,75,9529,0,8,24,1
Delight,16,1,0,7,49,0,1.3,10354,269,12.6,156,61,23,15,14,4.05,1.58,0.39,0.6,35.2,3888,506,3322,60,101,5.9,0.21,47.1,0,0,0,0,0,363,21,381,0,0,1219,1219,8731,3681,22848,3874,5,29,12434,0,19,33,1
Doran,17,1,1,6,261,11,9,11886,408,19.5,25,12,2,5,5,0.86,0.41,0.17,0.07,7.1,11914,10036,1110,768,409,22.3,0.24,46.7,0,0,0,0,0,14,7,-857,-1,0,3618,3618,3726,0,37165,52,36,4955,21469,32,7,30,1
Peanut,15,1,0,7,179,162,6.2,10633,365,17.4,51,8,12,6,6,1.75,0.27,0.21,0.41,14.5,4743,3937,607,199,163,8.9,0.27,53.3,0,0,0,0,0,642,-15,-417,0,0,2520,2520,12616,0,17868,0,4,113,20347,0,7,20,1
Chovy,17,4,0,6,308,10,10.6,13367,459,21.9,95,36,24,5,5,3.26,1.24,0.17,0.82,27.1,11797,899,7510,3388,405,22.0,0.34,66.7,0,1,0,0,0,347,6,-120,0,0,3135,3135,3148,182,5477,0,15,77,8416,0,7,21,1
Peyz,16,7,1,5,355,24,12.2,16491,567,27.0,102,39,28,6,5,3.51,1.34,0.21,0.96,29.1,21035,12664,7607,764,723,39.3,0.41,80.0,0,0,1,0,0,2209,10,465,1,0,10476,10476,2785,0,13016,0,5,122,9040,0,7,25,1
Delight,13,2,0,12,9,0,0.3,8640,297,14.2,78,42,7,12,11,2.68,1.44,0.41,0.24,22.2,4050,752,3298,0,139,7.6,0.48,93.3,0,0,0,0,0,857,-28,325,0,0,1208,1208,1110,495,2474,2493,15,188,4337,0,14,29,1
Doran,18,3,5,12,299,24,7.9,15605,412,21.4,50,23,10,10,9,1.32,0.61,0.26,0.26,13.3,25882,22413,3469,0,684,26.7,0.4,88.2,1,0,0,0,0,204,1,91,0,0,5963,5963,2096,0,20117,0,4,78,23432,258,11,42,1
Peanut,17,1,3,11,185,150,4.9,12001,317,16.5,65,11,21,9,9,1.72,0.29,0.24,0.55,17.3,8390,499,7170,721,222,8.7,0.32,70.6,0,0,0,0,0,-413,-12,-102,0,0,286,286,30009,5230,64403,0,45,729,43367,95,11,32,1
Chovy,18,9,1,5,359,48,9.5,19122,505,26.3,57,10,16,4,4,1.51,0.26,0.11,0.42,15.2,28821,17565,5898,5358,761,29.7,0.37,82.4,0,2,1,0,0,-652,-11,172,0,0,2433,2433,15883,0,58472,0,27,268,35059,41,10,37,1
Peyz,18,4,4,8,358,14,9.5,16415,434,22.6,53,17,14,7,6,1.4,0.45,0.18,0.37,14.1,27992,644,25956,1392,740,28.9,0.32,70.6,0,1,0,0,0,-287,-13,-433,0,0,42281,42281,2631,0,18301,0,13,364,22074,153,10,30,1
Delight,15,0,5,9,50,0,1.3,9637,255,13.2,150,75,24,23,20,3.96,1.98,0.61,0.63,40.0,5837,1890,3643,304,154,6.0,0.24,52.9,0,0,0,0,0,12,21,926,1,0,349,349,1826,0,32682,0,41,159,23972,128,25,46,1
Doran,14,1,1,3,239,18,8.9,10253,384,20.7,42,19,13,9,9,1.57,0.71,0.34,0.49,13.5,15631,13682,1949,0,585,42.6,0.15,40.0,0,0,0,0,0,-47,3,-244,0,0,4247,4247,1736,0,11277,0,6,85,13816,21,10,36,1
Peanut,13,2,0,5,162,145,6.1,9418,353,19.0,41,9,12,7,7,1.53,0.34,0.26,0.45,13.2,4518,358,3881,279,169,12.3,0.26,70.0,0,0,0,0,0,92,-17,-231,0,0,744,744,13324,820,21566,0,24,583,18261,0,9,21,1
Chovy,14,1,1,3,226,12,8.5,9463,354,19.1,37,8,6,3,2,1.38,0.3,0.11,0.22,11.9,5346,3143,1257,946,200,14.6,0.15,40.0,0,0,0,0,0,-857,-31,-1359,-1,0,1454,1454,2809,0,12725,0,8,130,13792,14,6,25,1
Peyz,15,5,0,2,304,8,11.4,13184,493,26.6,97,37,30,3,3,3.63,1.38,0.11,1.12,31.2,7610,5436,2174,0,285,20.7,0.26,70.0,0,2,0,0,0,1776,13,898,1,0,9181,9181,1227,0,9712,0,0,57,6044,0,4,19,1
Delight,11,1,0,8,39,0,1.5,7224,270,14.6,94,40,11,13,12,3.52,1.5,0.49,0.41,30.2,3579,439,3140,0,134,9.8,0.34,90.0,0,0,0,0,0,1112,23,849,1,0,1270,1270,4759,2979,10098,2036,13,35,7221,0,15,28,1
Doran,18,1,2,7,261,6,7.8,12161,362,18.8,30,15,4,9,9,0.89,0.45,0.27,0.12,10.2,13027,902,12125,0,388,19.2,0.24,50.0,0,0,0,0,0,-1201,-28,-594,-1,0,2171,2171,17606,0,16362,0,28,389,28649,87,12,33,1
Peanut,15,2,0,10,174,154,5.2,11326,337,17.5,54,13,15,10,9,1.61,0.39,0.3,0.45,18.3,8482,500,7414,568,253,12.5,0.36,75.0,1,0,0,0,0,-119,-5,-333,0,0,314,314,20213,1358,31984,0,55,582,27651,0,11,32,1
Chovy,18,2,0,9,315,12,9.4,14250,424,22.0,51,16,16,9,8,1.52,0.48,0.27,0.48,17.3,14243,10415,2472,1356,424,21.0,0.33,68.8,0,1,0,0,0,729,14,717,1,0,8662,8662,10971,0,51234,649,24,657,24046,0,10,31,1
Peyz,16,9,2,5,392,44,11.7,18290,545,28.2,68,36,35,2,2,2.02,1.07,0.06,1.04,23.1,29086,16468,11632,986,866,42.9,0.42,87.5,0,1,0,0,0,90,-6,-908,-1,0,11088,11088,4808,0,22077,0,8,215,15195,69,4,25,1
Delight,14,2,1,12,19,0,0.6,8808,262,13.6,92,52,10,14,14,2.74,1.55,0.42,0.3,31.2,2970,540,2430,0,88,4.4,0.42,87.5,0,0,0,0,0,30,-19,-50,0,0,881,881,3358,208,5187,5867,15,179,8300,8,16,30,1
Doran,17,4,0,4,285,20,10,13861,488,24.1,30,11,6,6,6,1.06,0.39,0.21,0.21,11.0,16630,14068,2526,36,586,31.7,0.28,61.5,1,1,0,0,0,512,14,680,0,0,6971,6971,5645,0,14209,0,15,426,15385,0,7,25,1
Peanut,14,0,1,8,179,156,6.3,9742,343,16.9,56,7,17,5,5,1.97,0.25,0.18,0.6,20.6,6938,2882,3852,204,244,13.2,0.28,61.5,0,0,0,0,0,735,17,513,1,1,899,899,11801,1415,27885,0,15,317,17827,33,7,23,1
Chovy,16,3,0,4,273,12,9.6,11837,417,20.6,43,13,11,3,2,1.51,0.46,0.11,0.39,15.8,12044,479,11565,0,424,23.0,0.25,53.8,0,0,0,0,0,378,2,407,0,0,1760,1760,502,0,2642,0,16,478,4568,0,5,21,1
Peyz,14,6,0,5,301,44,10.6,14551,512,25.3,48,12,15,4,4,1.69,0.42,0.14,0.53,17.6,14683,10367,3840,476,517,28.0,0.39,84.6,0,0,0,0,0,2136,9,480,1,0,10994,10994,1513,0,8708,0,5,160,7543,0,5,26,1
Delight,12,0,0,9,41,0,1.4,7568,266,13.1,95,45,16,16,15,3.35,1.58,0.56,0.56,34.9,2137,767,916,454,75,4.1,0.32,69.2,0,0,0,0,0,612,23,989,1,0,1103,1103,274,0,9987,0,17,60,8757,0,18,34,1
Doran,18,0,2,6,367,42,8.6,16423,384,20.6,56,25,7,10,8,1.31,0.58,0.23,0.16,10.3,13104,5897,7207,0,306,14.7,0.14,40.0,0,0,0,0,0,-193,-10,75,0,0,2839,2839,7758,0,41206,0,13,169,32693,57,12,65,0
Peanut,18,0,2,8,228,184,5.3,12864,301,16.2,99,31,29,14,14,2.31,0.72,0.33,0.68,18.1,7971,6448,802,721,186,8.9,0.19,53.3,0,0,0,0,0,-843,7,-494,0,0,0,0,24123,0,61131,976,13,526,37245,30,16,32,0
Chovy,18,3,2,4,371,21,8.7,16680,390,21.0,110,27,21,9,8,2.57,0.63,0.21,0.49,20.1,21689,473,21064,152,507,24.3,0.16,46.7,0,0,0,0,0,-974,-13,-838,0,0,3554,3554,12397,521,22603,0,19,111,27495,35,12,30,0
Peyz,18,10,3,3,396,34,9.3,21071,493,26.5,49,23,13,15,12,1.15,0.54,0.35,0.3,9.0,34811,30596,3713,502,814,39.0,0.3,86.7,0,1,1,0,0,2087,19,842,0,0,6845,6845,7848,1764,18174,0,30,455,22410,97,24,49,0
Delight,15,2,4,12,65,0,1.5,12568,294,15.8,232,118,44,21,19,5.42,2.76,0.49,1.03,42.5,11627,9822,695,1110,272,13.0,0.33,93.3,0,0,0,0,0,1475,12,398,0,0,1152,1152,2693,0,10270,0,2,22,18174,106,24,42,0
Doran,18,5,6,2,302,0,7.7,15427,395,23.3,34,14,4,10,9,0.87,0.36,0.26,0.1,10.6,25454,18436,4413,2605,651,24.0,0.18,77.8,0,1,0,0,0,-542,1,-591,0,0,2578,2578,6921,0,103888,833,58,968,35916,257,12,34,0
Peanut,16,1,5,6,232,191,5.9,11554,295,17.5,59,11,20,9,9,1.51,0.28,0.23,0.51,18.4,10755,9729,511,515,275,10.2,0.18,77.8,1,0,0,0,0,-542,-8,-499,0,0,159,159,12637,0,47531,0,24,334,33114,148,10,28,0
Chovy,18,3,1,2,347,7,8.9,15236,390,23.0,49,21,10,10,8,1.25,0.54,0.26,0.26,15.3,34695,1354,32925,416,887,32.8,0.13,55.6,0,0,0,0,0,-204,6,-102,0,0,1348,1348,5459,0,16627,0,51,169,18975,57,13,33,0
Peyz,18,0,4,6,379,12,9.7,15892,406,24.0,60,16,25,6,6,1.53,0.41,0.15,0.64,18.7,28234,17718,9285,1231,722,26.7,0.15,66.7,0,0,0,0,0,-849,-14,-346,0,0,0,0,891,0,16743,0,1,46,23521,101,10,31,0
Delight,14,0,2,7,18,0,0.5,8034,205,12.1,119,67,11,17,15,3.04,1.71,0.43,0.28,37.1,6757,659,6098,0,173,6.4,0.18,77.8,0,0,0,0,0,-442,4,-12,0,0,109,109,11741,8969,5528,2880,34,209,10393,48,21,37,0
Doran,17,1,2,9,248,3,8,12166,394,20.1,23,14,4,8,7,0.74,0.45,0.26,0.13,8.8,17721,14745,2038,938,573,22.2,0.32,66.7,0,0,0,0,0,304,-2,224,0,0,2874,2874,3112,0,36959,272,40,3413,22254,41,9,39,1
Peanut,16,1,0,11,209,179,6.8,11620,376,19.2,59,19,16,7,7,1.91,0.61,0.23,0.52,22.5,10432,8436,1241,755,338,13.1,0.39,80.0,0,0,0,0,0,272,5,894,1,0,2645,2645,20808,0,36069,1033,11,582,28876,0,8,22,1
Chovy,18,4,0,6,280,8,9.1,12970,420,21.5,45,18,10,6,6,1.46,0.58,0.19,0.32,17.2,19639,907,18732,0,636,24.6,0.32,66.7,0,0,0,0,0,69,4,42,0,0,4555,4555,3747,0,10706,0,21,80,12198,0,8,27,1
Peyz,16,8,1,6,281,20,9.1,15081,488,25.0,42,15,8,5,5,1.36,0.49,0.16,0.26,16.0,24757,20896,3428,433,801,31.1,0.45,93.3,0,1,0,0,0,1555,30,734,1,0,9911,9911,1872,745,8209,0,20,340,11007,0,9,26,1
Delight,13,1,4,10,28,4,0.9,8598,278,14.2,93,38,20,12,10,3.01,1.23,0.39,0.65,35.5,7140,2323,4041,776,231,9.0,0.36,73.3,0,0,0,0,0,561,-1,296,0,0,1931,1931,476,0,11696,2754,8,69,11479,73,14,31,1
