,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Taeyoon,14,1,1,3,340,31,11.3,12722,424,22.1,46,13,17,6,4,1.53,0.43,0.2,0.57,17.8,8737,5668,2702,367,291,12.4,0.13,40.0,0,0,0,0,0,906,25,407,0,0,6648,6648,523,0,15020,0,5,182,13503,47,9,26,1
DuDu,17,3,1,2,269,4,8.5,12494,394,24.6,29,7,4,6,3,0.91,0.22,0.19,0.13,11.3,10591,8348,1471,772,334,30.7,0.16,100.0,0,0,0,0,0,1321,12,1027,1,0,4684,4684,4468,0,57074,906,25,712,22834,44,7,23,0
YoungJae,14,0,3,2,169,148,5.3,8965,283,17.7,58,15,15,16,14,1.83,0.47,0.5,0.47,22.7,3889,3005,367,517,123,11.3,0.06,40.0,0,0,0,0,0,545,2,680,1,0,0,0,5393,0,28260,0,6,127,25094,111,17,36,0
Taeyoon,14,1,2,1,310,20,9.8,11815,373,23.3,40,12,15,5,4,1.26,0.38,0.16,0.47,15.6,9738,6868,2453,417,307,28.2,0.06,40.0,0,0,0,0,0,-55,8,97,0,0,1356,1356,2234,0,14703,0,5,207,18934,37,10,27,0
DuDu,17,2,2,1,289,12,9.2,12269,392,23.7,29,11,5,8,6,0.93,0.35,0.26,0.16,10.8,6877,5906,971,0,219,18.0,0.1,50.0,0,0,0,0,0,-512,-7,-183,0,0,3606,3606,3537,0,14867,0,8,427,19104,83,9,27,0
YoungJae,14,0,4,4,179,158,5.7,9419,301,18.2,50,16,10,16,14,1.6,0.51,0.51,0.32,18.6,5878,2386,2961,531,188,15.4,0.13,66.7,0,0,0,0,0,489,6,689,0,0,0,0,2428,104,40120,0,19,375,45197,139,19,38,0
Taeyoon,14,0,2,3,287,11,9.2,10947,349,21.2,17,10,4,1,1,0.54,0.32,0.03,0.13,6.3,9837,8147,1690,0,314,25.7,0.1,50.0,0,0,0,0,0,-358,-13,-809,0,0,0,0,1912,0,6099,0,9,289,12464,88,5,27,0
DuDu,18,3,1,1,356,41,9.5,16135,430,22.3,45,20,3,8,7,1.2,0.53,0.21,0.08,9.7,10265,5477,4788,0,274,11.5,0.11,30.8,1,0,0,0,0,359,11,144,0,0,5996,5996,3458,0,24760,0,6,198,22016,35,9,26,1
YoungJae,17,1,2,9,209,178,5.6,12398,331,17.1,77,17,20,17,15,2.05,0.45,0.45,0.53,16.7,8932,4700,3767,465,238,10.0,0.27,76.9,0,0,0,0,0,183,-7,385,1,1,204,204,4264,1635,56662,0,13,401,32179,59,19,38,1
Taeyoon,18,6,3,4,354,34,9.4,17305,462,23.9,46,19,7,8,7,1.23,0.51,0.21,0.19,10.0,21355,18689,2666,0,570,23.9,0.27,76.9,0,1,0,0,0,94,-12,-70,0,0,10021,10021,4887,1128,8892,0,24,150,16250,113,12,31,1
DuDu,16,0,4,1,252,12,8,10296,325,20.8,22,10,5,1,1,0.69,0.32,0.03,0.16,9.3,19892,11164,8518,210,628,24.8,0.03,33.3,0,0,0,0,0,-1891,-33,-1567,-1,0,0,0,4662,0,25344,0,18,192,28226,79,4,25,0
YoungJae,13,1,3,1,149,119,4.7,8847,279,17.9,43,13,10,13,11,1.36,0.41,0.41,0.32,18.1,14245,769,12928,548,450,17.8,0.06,66.7,0,0,0,0,0,-860,5,-383,-1,0,0,0,6716,1250,32289,0,33,575,29418,73,14,31,0
Taeyoon,15,2,2,1,308,0,9.7,12809,404,25.9,32,10,12,3,3,1.01,0.32,0.09,0.38,13.5,19863,19452,411,0,627,24.8,0.09,100.0,0,0,0,0,0,-1765,-17,-725,-1,0,0,0,2879,0,8467,0,23,131,14159,35,6,28,0
DuDu,18,4,1,2,342,28,9.6,16176,454,23.9,52,7,13,6,4,1.46,0.2,0.17,0.36,14.4,9932,7782,1897,253,278,16.1,0.17,60.0,1,0,0,0,0,2339,37,1358,1,0,3603,3603,4211,0,64029,1632,17,684,26297,53,7,23,1
YoungJae,15,2,1,5,204,185,5.7,12024,337,17.8,61,17,15,14,14,1.71,0.48,0.39,0.42,16.9,10123,5522,3945,656,284,16.5,0.2,70.0,0,0,0,0,0,299,5,305,1,0,705,705,4679,2503,52294,0,19,426,51383,47,15,31,1
Taeyoon,17,1,1,8,361,6,10.1,15310,429,22.6,26,11,10,1,1,0.73,0.31,0.03,0.28,7.2,19983,19295,688,0,560,32.5,0.25,90.0,0,0,0,0,0,-938,-19,-1211,-1,0,6978,6978,4121,0,6834,0,24,127,12388,16,5,28,1
DuDu,17,3,5,1,290,8,8.3,13488,386,22.9,46,8,10,4,3,1.32,0.23,0.11,0.29,13.7,15932,9961,1612,4359,457,25.6,0.11,80.0,0,0,0,0,0,-1214,-25,-1483,-1,0,2673,2673,9444,0,32929,0,11,254,32887,116,6,27,0
YoungJae,15,0,1,2,186,155,5.3,9924,284,16.9,69,19,12,17,17,1.98,0.54,0.49,0.34,20.5,7977,4233,3130,614,229,12.8,0.06,40.0,0,0,0,0,0,-1397,-15,-1113,-1,0,246,246,1481,702,42419,0,20,410,39127,16,18,35,0
Taeyoon,16,1,2,0,385,21,11,15274,438,26.0,60,12,20,6,5,1.72,0.34,0.17,0.57,17.9,22682,18202,4408,72,650,36.4,0.03,20.0,0,0,0,0,0,-552,9,-893,-1,0,3396,3396,2039,0,21523,0,4,185,16657,35,7,25,0
